# (i, j) of upper left coordinates.
563,534
103,106
170,129
618,137
643,146
120,162
154,163
24,225
197,234
178,267
447,275
160,280
199,281
149,308
49,330
694,395
559,411
677,422
357,498
688,535
646,411
414,154
149,326
261,339
92,343
463,388
159,420
388,553
656,559
474,592
568,99
279,161
416,522
132,329
75,378
706,560
