# (i, j) of upper left coordinates.
24,55
224,57
248,81
140,107
651,208
135,240
608,254
622,273
140,308
207,325
181,333
147,340
584,353
653,362
674,374
601,414
525,538
484,76
458,165
359,325
302,329
386,338
319,341
229,347
473,243
484,517
80,547
211,346
145,553
148,575
82,582
130,72
477,382
0,547
538,412
198,307
221,579
182,310
