# (i, j) of upper left coordinates.
197,84
653,84
300,101
116,139
457,154
76,160
248,162
161,176
97,190
183,196
164,205
78,207
110,239
271,260
105,296
618,309
527,317
673,319
165,325
308,395
332,456
686,474
625,484
438,536
664,556
98,140
72,237
594,291
257,544
524,440
379,466
701,487
100,218
207,64
675,444
60,221
447,298
144,246
