# (i, j) of upper left coordinates.
265,43
108,53
516,125
450,158
153,183
210,200
605,204
607,222
273,225
471,283
290,314
674,372
675,392
630,406
600,409
676,409
385,451
588,460
519,101
400,164
268,453
529,561
519,595
602,595
354,413
36,341
22,139
610,569
