# (i, j) of upper left coordinates.
133,30
308,85
288,100
89,102
627,355
402,420
512,56
370,355
678,396
328,398
54,399
242,457
694,586
660,292
700,521
2,582
26,597
73,84
686,338
442,423
459,415
2,600
184,522
