# (i, j) of upper left coordinates.
545,88
126,175
51,225
614,315
132,318
257,359
207,390
570,404
163,442
681,457
340,434
369,489
141,516
564,105
596,530
228,493
250,582
38,366
533,539
597,95
660,200
233,509
235,568
375,450
389,440
