# (i, j) of upper left coordinates.
91,88
133,254
569,259
266,260
208,309
546,351
178,368
658,401
342,456
51,343
344,405
145,456
89,471
500,43
36,429
512,493
235,503
626,600
246,489
233,449
569,462
376,421
