# (i, j) of upper left coordinates.
571,48
127,94
339,95
87,141
601,184
130,286
653,362
100,417
244,450
192,456
584,466
335,467
371,493
153,513
651,190
152,583
470,43
41,372
555,578
25,547
236,555
583,173
361,461
620,578
450,430
237,574
378,470
