# (i, j) of upper left coordinates.
437,82
91,96
287,111
64,118
177,137
91,145
113,145
258,189
577,232
137,255
495,258
660,258
175,279
646,279
293,323
500,378
310,396
619,447
413,499
628,516
157,94
188,108
195,131
558,217
427,239
694,420
253,504
690,451
17,160
362,439
84,113
