# (i, j) of upper left coordinates.
303,54
297,77
308,107
490,163
75,191
347,191
113,192
93,194
575,227
62,241
634,371
656,425
367,525
51,262
327,475
676,127
526,159
71,170
214,235
370,201
73,492
669,104
54,586
656,364
370,220
5,520
471,562
453,568
