# (i, j) of upper left coordinates.
447,260
559,460
471,94
58,156
629,165
587,202
510,341
494,490
656,491
665,588
445,441
359,481
415,488
270,549
500,537
60,541
513,524
268,592
650,135
60,349
646,548
