# (i, j) of upper left coordinates.
207,111
129,134
232,143
668,225
623,295
644,320
113,343
381,349
339,358
317,364
608,395
690,402
610,452
531,574
487,134
484,214
111,274
363,349
147,364
235,386
673,396
484,540
217,372
79,577
483,405
79,597
144,585
498,293
213,353
541,447
184,337
32,313
203,336
