# (i, j) of upper left coordinates.
126,214
34,268
625,330
123,348
204,414
573,418
157,460
685,471
253,390
335,441
388,448
372,489
143,531
559,114
41,368
644,53
371,453
233,525
238,583
616,122
228,507
576,127
539,550
600,543
