# (i, j) of upper left coordinates.
70,67
348,119
97,123
283,201
254,216
647,403
688,426
566,135
38,230
371,414
384,472
328,486
47,488
225,538
702,580
258,125
47,249
677,331
482,452
501,448
495,464
184,590
