# (i, j) of upper left coordinates.
125,193
617,321
129,332
256,373
206,402
570,407
159,449
682,464
45,243
337,435
370,487
142,520
249,590
631,47
571,116
228,497
38,368
536,544
237,573
608,107
233,514
389,441
597,536
562,588
373,450
553,101
