# (i, j) of upper left coordinates.
269,175
533,215
131,216
207,232
197,292
528,306
647,359
686,395
154,414
125,425
346,392
70,398
226,407
327,419
232,433
238,450
501,454
627,548
546,401
493,590
68,319
654,484
378,399
392,389
