# (i, j) of upper left coordinates.
141,94
73,147
137,275
592,284
264,301
209,345
558,374
174,403
668,425
346,419
354,474
143,481
73,495
522,513
252,527
582,493
528,69
235,532
42,359
235,477
377,436
709,532
390,424
