# (i, j) of upper left coordinates.
357,205
102,104
96,165
607,189
530,190
518,210
567,214
587,218
532,338
494,377
572,132
444,357
458,369
647,152
628,163
429,249
534,255
566,157
329,220
95,184
672,137
