# (i, j) of upper left coordinates.
167,63
189,79
380,90
660,201
577,239
57,335
637,336
611,550
326,336
114,414
356,506
178,538
226,567
210,34
70,546
334,103
607,306
416,525
416,506
5,590
516,513
