# (i, j) of upper left coordinates.
604,91
105,186
58,210
614,223
128,328
672,379
90,461
189,476
341,482
593,494
514,123
330,176
232,484
708,525
568,595
154,544
375,495
32,387
368,471
233,588
19,567
636,599
471,460
