# (i, j) of upper left coordinates.
465,222
46,34
254,48
143,90
645,195
141,219
602,233
156,288
358,317
150,327
571,330
640,341
664,360
597,396
483,510
521,523
479,42
451,141
200,298
294,314
185,328
229,332
393,332
1,534
611,249
142,538
308,327
83,575
204,317
211,334
77,534
145,564
38,277
683,212
478,371
222,568
537,394
183,295
