# (i, j) of upper left coordinates.
248,59
203,83
198,101
301,107
107,150
456,165
243,173
68,178
157,189
88,200
179,207
161,218
72,220
106,250
272,268
102,301
600,302
624,319
676,325
531,327
165,330
311,407
686,479
625,488
669,561
662,92
449,305
336,466
441,538
361,28
526,448
257,547
69,249
382,470
54,235
582,57
144,259
