# (i, j) of upper left coordinates.
142,212
205,41
629,59
301,89
132,122
453,128
262,141
168,156
106,165
170,176
190,176
267,234
115,278
603,281
168,304
664,304
304,370
322,433
622,467
428,519
650,541
111,204
579,262
515,294
255,528
515,415
74,200
101,184
371,452
82,115
687,281
