# (i, j) of upper left coordinates.
125,54
301,114
277,130
76,133
634,368
680,406
52,423
401,435
520,76
373,376
329,424
236,479
705,527
695,585
357,14
62,113
667,300
689,352
450,434
468,427
465,443
183,541
