# (i, j) of upper left coordinates.
491,64
382,115
165,137
221,149
279,180
588,185
283,268
662,353
588,386
620,399
276,422
575,432
524,530
435,100
584,167
466,218
667,389
373,421
512,573
590,579
507,591
670,372
48,320
603,550
68,83
352,394
