# (i, j) of upper left coordinates.
553,418
471,242
102,260
517,459
487,473
268,479
530,106
429,397
463,417
340,424
391,426
94,487
286,553
666,584
409,191
669,507
411,590
585,70
637,529
84,58
555,82
