# (i, j) of upper left coordinates.
597,46
179,74
170,93
384,116
134,118
679,229
592,272
645,362
326,369
615,565
259,71
613,323
615,35
351,52
490,72
40,367
103,432
359,509
176,555
226,583
428,533
348,132
64,561
522,523
