# (i, j) of upper left coordinates.
60,157
109,167
308,170
571,208
306,216
281,273
58,291
626,301
367,312
685,436
668,457
367,554
543,251
92,281
333,563
10,540
661,82
40,84
477,575
387,298
36,305
199,354
45,533
494,582
480,594
