# (i, j) of upper left coordinates.
357,126
91,128
119,136
143,136
542,163
99,176
88,207
613,329
655,399
366,516
620,587
632,342
670,71
328,424
176,582
84,107
481,116
80,186
629,76
57,579
465,103
453,552
88,465
369,177
435,550
386,182
229,163
