# (i, j) of upper left coordinates.
403,55
233,87
335,91
682,153
42,231
223,288
665,478
460,84
326,109
22,249
367,284
428,293
675,319
285,352
244,417
349,517
710,564
397,82
386,68
549,512
571,513
