# (i, j) of upper left coordinates.
133,78
192,81
604,85
305,121
226,125
73,174
454,209
224,210
54,266
66,288
682,350
643,358
164,361
325,445
686,499
633,516
456,558
689,585
595,51
373,85
191,153
184,171
153,229
95,287
272,292
93,325
543,358
354,502
257,567
629,104
539,482
60,234
153,262
35,284
396,492
623,341
167,249
458,337
