# (i, j) of upper left coordinates.
127,48
304,107
280,124
79,126
633,366
680,404
702,525
517,71
372,370
52,418
329,418
402,432
237,475
696,587
66,107
60,171
667,300
689,349
448,433
466,426
464,442
183,536
0,587
