# (i, j) of upper left coordinates.
96,75
133,252
267,254
566,256
208,303
545,348
180,363
657,397
340,455
52,342
344,404
145,454
91,469
511,489
495,37
568,458
37,428
235,501
626,597
232,447
245,486
376,421
447,293
