# (i, j) of upper left coordinates.
240,76
135,123
526,152
259,160
215,166
535,182
43,188
188,190
235,194
231,233
246,258
608,269
474,358
481,441
457,239
560,101
580,104
355,186
271,187
417,195
77,372
105,380
111,489
201,504
172,526
136,582
431,58
511,223
121,167
115,400
256,28
91,504
552,202
284,171
109,575
609,289
134,502
104,592
238,449
254,198
