# (i, j) of upper left coordinates.
583,85
648,193
429,215
102,237
121,237
242,237
157,258
448,340
87,393
700,441
578,470
397,556
106,192
171,357
191,362
164,380
250,391
161,505
75,427
445,554
579,148
465,447
115,384
110,424
699,600
651,467
669,179
678,600
695,585
261,262
587,594
