# (i, j) of upper left coordinates.
106,29
237,56
182,77
278,80
440,102
551,122
590,342
655,349
292,376
554,380
592,381
493,525
275,192
56,294
353,374
514,469
565,542
498,548
583,514
556,88
15,178
342,357
