# (i, j) of upper left coordinates.
582,68
491,80
335,125
120,128
75,170
607,199
129,305
660,368
95,433
190,461
337,472
239,461
586,474
155,522
154,597
660,204
371,490
35,376
559,585
589,182
238,585
22,556
237,567
363,463
627,587
458,442
