# (i, j) of upper left coordinates.
95,58
301,86
304,121
298,167
505,196
100,225
60,231
79,232
350,238
595,253
649,391
657,435
367,530
327,501
544,177
144,59
205,279
64,501
52,591
18,147
669,373
368,250
372,229
58,211
464,575
685,143
