# (i, j) of upper left coordinates.
133,77
90,129
598,176
130,277
650,358
102,408
192,451
582,458
566,37
342,78
246,442
335,462
372,491
155,504
235,552
378,466
700,504
647,182
149,581
42,371
362,460
553,577
236,570
619,576
446,424
24,548
