# (i, j) of upper left coordinates.
178,55
194,77
175,92
58,116
260,130
473,213
150,226
632,232
193,244
626,252
280,275
484,336
299,357
684,396
644,414
611,430
684,432
401,480
607,492
315,74
112,98
547,183
413,202
257,483
95,53
537,164
537,595
356,427
678,415
28,363
616,594
