# (i, j) of upper left coordinates.
593,41
135,69
600,75
371,76
229,115
306,117
193,143
186,161
78,170
227,205
455,205
56,261
67,283
273,290
682,347
639,352
541,353
164,357
322,440
352,496
686,496
632,512
455,555
153,224
96,283
257,564
687,581
194,75
537,476
621,99
394,487
64,229
155,257
39,278
95,321
619,334
167,243
123,30
