# (i, j) of upper left coordinates.
516,183
341,191
248,194
368,208
189,364
681,486
656,110
444,174
419,210
381,224
406,227
388,390
278,398
260,500
579,552
702,554
334,578
35,281
403,402
69,123
602,539
