# (i, j) of upper left coordinates.
288,49
309,60
345,159
82,160
103,163
125,165
562,200
622,349
655,413
326,449
367,517
623,600
220,202
642,351
650,91
480,139
70,235
176,592
675,114
75,139
509,144
463,558
372,201
83,477
690,91
378,181
56,583
451,541
445,558
296,24
548,51
