# (i, j) of upper left coordinates.
309,75
676,118
484,150
345,172
78,174
99,178
120,178
567,210
62,247
626,358
656,418
368,521
648,357
327,456
175,597
517,152
73,153
218,217
658,96
373,210
81,481
55,585
7,516
376,191
466,559
73,223
448,561
