# (i, j) of upper left coordinates.
252,60
200,146
131,159
222,187
681,240
633,320
657,347
100,363
167,366
347,368
322,382
621,422
616,480
535,596
492,161
500,243
95,287
190,357
209,359
388,361
220,376
148,381
517,331
485,556
227,395
685,415
370,366
490,422
77,594
434,190
243,421
