# (i, j) of upper left coordinates.
639,52
102,163
639,179
128,215
108,219
161,225
178,322
445,324
191,341
254,378
88,380
572,452
386,540
245,212
428,194
466,432
161,479
661,31
562,62
581,577
675,590
413,593
577,133
77,415
436,545
166,351
700,427
118,411
701,587
651,455
663,170
119,367
20,366
9,520
695,572
