# (i, j) of upper left coordinates.
354,89
201,96
50,101
218,115
251,118
271,133
629,166
668,247
460,394
129,479
606,541
337,111
445,263
157,366
187,436
228,440
146,463
163,577
522,33
251,343
63,477
154,481
488,577
113,290
91,422
90,450
168,78
583,180
321,123
105,433
655,528
575,208
269,102
443,98
