# (i, j) of upper left coordinates.
345,94
103,104
285,179
258,194
646,397
686,423
257,98
373,403
387,463
329,472
49,476
226,525
699,579
558,126
45,212
48,231
673,322
474,452
494,447
489,463
181,580
