# (i, j) of upper left coordinates.
114,55
42,115
334,122
216,128
315,131
272,146
634,173
672,254
710,516
479,126
354,105
200,107
252,130
448,270
114,300
157,379
463,399
187,443
143,473
128,489
607,544
163,583
573,210
251,356
226,446
492,574
153,491
88,455
165,88
446,113
586,187
472,512
60,483
106,440
96,308
652,532
592,206
92,426
270,125
