# (i, j) of upper left coordinates.
78,94
132,98
299,123
22,157
304,160
96,246
71,253
353,266
606,271
205,307
663,410
661,444
368,539
290,206
514,218
329,527
553,186
51,258
375,266
689,157
12,523
48,593
