# (i, j) of upper left coordinates.
530,200
180,116
574,116
428,117
636,142
619,165
587,218
263,231
76,241
183,256
208,281
597,285
569,294
218,302
491,428
478,476
196,554
646,47
541,104
542,122
211,191
205,225
358,252
241,255
280,259
235,272
406,287
75,451
98,534
159,593
119,455
52,231
130,477
95,553
207,208
231,511
660,133
645,348
653,329
607,262
531,308
