# (i, j) of upper left coordinates.
221,68
244,93
138,114
656,213
130,248
613,265
628,286
133,315
210,330
180,335
149,345
591,364
658,373
678,383
603,426
528,551
482,92
465,179
359,330
307,337
383,339
326,344
213,351
231,356
485,526
80,556
145,564
479,388
148,584
80,588
125,79
220,587
540,423
184,316
37,295
479,256
