# (i, j) of upper left coordinates.
36,39
621,123
533,160
88,232
31,239
619,249
125,349
676,386
344,488
188,494
596,509
332,224
392,483
84,486
226,505
600,243
374,482
380,499
154,563
27,394
15,577
481,475
