# (i, j) of upper left coordinates.
510,162
193,89
515,89
539,93
614,124
604,150
220,164
217,182
575,185
259,210
94,216
361,230
247,234
189,239
239,252
409,268
561,268
581,269
215,271
224,291
485,414
75,435
482,472
476,284
509,67
212,204
281,235
160,575
194,545
67,220
124,458
120,567
637,338
114,441
95,542
101,524
231,500
415,86
525,289
596,249
589,95
