# (i, j) of upper left coordinates.
126,153
57,204
133,304
608,307
258,346
206,379
565,394
676,447
341,429
165,430
366,485
142,503
252,564
557,93
57,510
529,530
35,365
234,497
234,556
443,346
590,518
228,481
540,76
375,444
389,434
