# (i, j) of upper left coordinates.
583,123
174,129
434,130
644,149
623,171
66,250
356,261
177,263
279,267
204,283
604,293
214,304
572,305
494,438
476,479
655,58
550,119
550,138
206,202
534,213
591,234
200,237
265,238
238,263
403,293
75,459
121,461
133,485
97,537
158,599
195,557
47,236
230,280
96,556
230,514
201,219
611,269
236,297
532,317
