# (i, j) of upper left coordinates.
360,83
97,89
144,111
383,136
112,162
600,298
651,380
326,394
361,513
617,574
84,71
620,331
609,59
161,103
516,111
176,567
455,68
226,597
62,569
449,46
438,540
97,447
357,152
528,529
