# (i, j) of upper left coordinates.
36,43
621,126
332,229
87,235
29,241
619,252
125,351
677,388
188,495
597,509
534,162
84,487
344,488
226,506
599,245
154,564
393,484
374,481
15,576
26,395
380,499
