# (i, j) of upper left coordinates.
515,234
248,61
238,91
583,111
131,140
260,169
218,173
535,182
361,194
266,196
190,202
239,207
229,243
242,267
474,368
76,384
482,446
567,57
562,112
543,202
39,204
417,212
111,499
169,537
132,596
448,78
198,513
115,180
116,410
106,391
93,514
285,183
595,71
460,249
105,589
559,212
614,278
613,298
132,516
237,462
256,218
