# (i, j) of upper left coordinates.
132,125
64,177
134,288
598,292
207,358
170,414
671,434
260,320
560,382
345,422
360,480
142,492
66,502
525,520
252,542
545,79
234,543
40,361
639,174
533,58
234,487
585,504
376,440
228,471
389,428
