# (i, j) of upper left coordinates.
146,51
301,76
303,107
301,150
103,214
83,220
349,224
589,244
644,384
368,528
503,187
656,431
327,492
543,174
61,197
63,217
207,265
67,498
53,590
665,370
371,221
105,54
461,573
683,137
