# (i, j) of upper left coordinates.
607,419
329,47
175,63
79,89
264,91
534,157
462,190
150,209
618,220
202,224
616,240
275,253
477,311
679,383
638,409
678,418
393,464
597,474
123,68
408,187
294,336
261,469
528,133
533,582
355,420
676,401
614,585
