# (i, j) of upper left coordinates.
207,114
128,137
488,137
231,147
485,216
668,226
624,296
644,322
112,344
339,358
317,365
609,397
691,404
610,454
484,542
532,576
109,275
381,349
363,350
147,365
235,388
674,398
218,373
79,578
483,406
79,598
440,167
214,354
144,587
499,295
541,449
184,338
203,338
