# (i, j) of upper left coordinates.
258,136
66,81
93,129
348,130
283,210
252,224
36,242
650,410
690,429
703,580
569,143
370,417
384,477
328,493
46,494
225,544
45,260
678,335
486,455
505,452
500,468
185,598
0,598
